marca,modelo,anios_produccion,rango_anios,tiene_serie,tiene_deportiva,observaciones_facelift,serie_1g,serie_2g,serie_3g,precio_fatal_10,precio_mal_13,precio_regular_17,precio_bien_23,precio_vida_deportiva,valor_minimo_usado,porcentaje_15,porcentaje_20,porcentaje_23
FIAT,500L URBAN,2012-2021,17-21,True,False,"LAS TRES VARIANTES CAMBIAN EN LO SIGUIENTE: EL URBAN ES LA VERSION NORMAL, EL WAGON ES LA VARIANTE MAS LARGA PARA 7 PLAZAS Y LA VARIANTE CROSS ES LA VERSION 4X4. VARIAN BASICAMENTE EN LOS AÑADIDOS O MODIFICACIONES PARA ESTAS VARIACIONES PERO BASICAMENTE SON EL MISMO COCHE. (VER FOTOS) ENTRE ELLOS LO QUE CAMBIA CON RESPECTO A LAS VERSIONES DE 2012 SON: PARAGOLPES DELANTERO, REJILLAS, MOLDURAS DE PUERTA, PARAGOLPES TRASERO, MOLDURA DE PORTON TRASERO Y LA ILUMINACION",,,,,2030.0,2480.0,2630.0,,9000.0,1350.0,1800.0,2070.0
FIAT,500L WAGON,2012-2021,17-21,False,False,,,,,,2030.0,2480.0,2630.0,,10500.0,1575.0,2100.0,2415.0
FIAT,500L CROSS,2012-2021,17-21,False,False,,1860/1g,,,,2030.0,2480.0,2630.0,,12000.0,1800.0,2400.0,2760.0
FIAT,500X,2014 EN ADELANTE,14-18,True,False,,1880/1g,2480/2g,2830/3g,1880.0,2030.0,2480.0,3130.0,,7000.0,1050.0,1400.0,1610.0
FIAT,500X,2014 EN ADELANTE,18>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",2480/1g,2630/2g,2830/3g,2280.0,2480.0,2830.0,3030.0,,9500.0,1425.0,1900.0,2185.0
FIAT,600,2024 EN ADELANTE,24>,True,False,,,,,,,,,,21900.0,3285.0,4380.0,5037.0
FIAT,FREEMONT,2011-2016,11-16,True,False,"SON EL MISMO COCHE, CAMBIA BASICAMENTE QUE LA VERSION CROSS LE CAMBIAN LOS PARAGOLPES, LOS ALETINES, LA ILUMINACION Y DETALLES PARA DARLE UNA APARIENCIA MAS 4X4, LA VERSION CROSS SALIO A LA VENTA MAS TARDE",1380/2,,,,1480.0,1680.0,2180.0,,5700.0,855.0,1140.0,1311.0
FIAT,FREEMONT CROSS,2014-2016,14-16,False,False,,2480/1/2,,,,1780.0,2480.0,3180.0,,10000.0,1500.0,2000.0,2300.0
FIAT,FULLBACK,2016 EN ADELANTE,16-20,True,False,EN TODAS LAS PIEZAS SALVO ESPECIFICAS DE DISEÑO (FRONTAL Y PILOTOS BASICAMENTE) MARCAR VALIDEZ CON: MITSUBISHI L200 / FIAT FULLBACK,4x4 3820/3,,1560/1,1530.0,2170.0,2330.0,3830.0,,17500.0,2625.0,3500.0,4025.0
FIAT,PANDA,2012 EN ADELANTE,12-21,True,False,,930/1g,1030/2g,1340/3g,,1030.0,1230.0,1430.0,,3000.0,450.0,600.0,690.0
FIAT,PANDA,2012 EN ADELANTE,21>,True,False,"CAMBIA PARAGOLPES DELANTERO, REJILLAS, ALETAS, PARAGOLPES TRASERO Y LA ILUMINACION",1030/1g,1480/2g,2030/3g,980.0,1280.0,1530.0,2380.0,,8500.0,1275.0,1700.0,1955.0
FIAT,GRANDE PANDA,2025 EN ADELANTE,25>,True,False,,,,,,,,,,,,,
FIAT,TIPO,2016 EN ADELANTE,16-21,True,False,,1480/1/2g,1680/2g,2380/3g,1630.0,1830.0,2380.0,2680.0,,4600.0,690.0,920.0,1058.0
FIAT,TIPO,2016 EN ADELANTE,21>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION",1680,2280,2830,,2280.0,2680.0,3230.0,,9000.0,1350.0,1800.0,2070.0
FIAT,ULYSSE,2022 EN ADELANTE,22>,True,False,,,mirar precio,en otras marcas,,3170.0,3870.0,5070.0,,14200.0,2130.0,2840.0,3266.0
FIAT,ULYSSE,2022 EN ADELANTE,24>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LOS FAROS DELANTEROS",,,,,,,,,37000.0,5550.0,7400.0,8510.0
FORD,B-MAX,2012-2017,12-17,True,False,,,,,1030.0,1470.0,1830.0,2370.0,,4000.0,600.0,800.0,920.0
FORD,BRONCO,2023 EN ADELANTE,23>,True,False,,,,,,,,,,60000.0,9000.0,12000.0,13800.0
FORD,C-MAX,2011-2019,11-15,True,False,,880/1g,1270/2g,1570/3g,,970.0,1380.0,1710.0,,3000.0,450.0,600.0,690.0
FORD,C-MAX,2011-2019,15-19,True,False,"CAMBIA LA CARROCERIA FRONTAL COMPLETA, CARROCERIA TRASERA COMPLETA Y LA ILUMINACION",desde 2016>,,desde 16>,1230.0,1580.0,2780.0,3380.0,,5900.0,885.0,1180.0,1357.0
FORD,S-MAX,2015 EN ADELANTE,15-21,True,False,,,,,1880.0,2880.0,3370.0,4130.0,,7500.0,1125.0,1500.0,1725.0
FORD,S-MAX,2015 EN ADELANTE,21-22,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION DELANTERA. (ADEMAS, EL PORTON TRASERO TIENE UN ALERON DISTINTO Y EN LAS PUERTAS Y EL PORTON TIENE UNA TIRA CROMADA SEGURAMENTE PEGADA)",,,,2130.0,3130.0,,,,23000.0,3450.0,4600.0,5290.0
FORD,GALAXY,2015 EN ADELANTE,15-19,True,False,,,,,2280.0,2780.0,3280.0,3680.0,,10500.0,1575.0,2100.0,2415.0
FORD,GALAXY,2015 EN ADELANTE,20-22,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LOS NIEBLAS DELANTEROS",,,,2880.0,3280.0,3680.0,4280.0,,36000.0,5400.0,7200.0,8280.0
FORD,ECOSPORT,2014 EN ADELANTE,14-16,True,False,,1370/1g,,,1530.0,1680.0,2230.0,2530.0,,7000.0,1050.0,1400.0,1610.0
FORD,ECOSPORT,2014 EN ADELANTE,16-18,False,False,EL CAMBIO PRINCIPAL RESIDE EN QUE YA NO LLEVA RUEDA DE REPUESTO EXTERIOR,2070/1/2g,2230/2G,3130,1880.0,2130.0,2480.0,3130.0,,8200.0,1230.0,1640.0,1886.0
FORD,ECOSPORT,2014 EN ADELANTE,18>,True,False,CAMBIA COMPLETAMENTE LA CARROCERIA FRONTAL (ALETAS PARECE QUE NO) Y LA ILUMINACION,2130/1g,2680/2g,4430,2180.0,2430.0,3630.0,4680.0,,9000.0,1350.0,1800.0,2070.0
FORD,KUGA,2008-2012,08-12,True,False,,,,MIRAR KM ?,,1380.0,1630.0,2170.0,,4000.0,600.0,800.0,920.0
FORD,KUGA,2013-2020,13-16,True,False,,1870/1g,2370/2g,3170/3g,1380.0,2580.0,2780.0,3270.0,,7900.0,1185.0,1580.0,1817.0
FORD,KUGA,2013-2020,17-20,True,False,"CAMBIA LA CARROCERIA FRONTAL COMPLETA, CARROCERIA TRASERA COMPLETA Y LA ILUMINACION",2430/1g,3130/2g,4010/3g,2780.0,3280.0,3630.0,4670.0,,10500.0,1575.0,2100.0,2415.0
FORD,KUGA,2020 EN ADELANTE,20-24,True,False,,2530/3230/1gh,3680/2g,5130/3G,3030.0,3630.0,4330.0,5380.0,,14500.0,2175.0,2900.0,3335.0
FORD,KUGA,2020 EN ADELANTE,24>,True,False,"CAMBIA EL FRONTAL COMPLETO (ALETAS NO) CARROCERIA TRASERA COMPLETA, ILUMINACIÓN, TALONERAS Y MOLDURAS DE PUERTAS",3900,4230,5130/3g,3680.0,4030.0,5030.0,6130.0,,29000.0,4350.0,5800.0,6670.0
FORD,EDGE,2016-2020,16-18,True,False,,,,,,1230.0,1830.0,2180.0,,16500.0,2475.0,3300.0,3795.0
FORD,EDGE,2016-2020,18-20,False,False,"CAMBIA LA CARROCERIA FRONTAL COMPLETA, CARROCERIA TRASERA COMPLETA Y LA ILUMINACION",,,,,1880.0,2410.0,3190.0,,29200.0,4380.0,5840.0,6716.0
FORD,EXPLORER,2020 EN ADELANTE,20>,True,False,,,,,,,,,,42900.0,6435.0,8580.0,9867.0
FORD,FIESTA,2008-2017,08-13,True,False,,870/3g,mirar KM,"1,6 tdci='",,630.0,880.0,1320.0,,2500.0,375.0,500.0,575.0
FORD,FIESTA,2008-2017,13-17,True,True,CAMBIA COMPLETAMENTE EL MORRO (EXPEPTO ALETAS)  Y LA ILUMINACION,610/1g,780/2g,1170/3g,830.0,1030.0,1470.0,1580.0,,4500.0,675.0,900.0,1035.0
FORD,FIESTA,2017-2023,17-21,True,True,,1730/1g,2030/2g,2330/3g,,1930.0,2280.0,2480.0,,6500.0,975.0,1300.0,1495.0
FORD,FIESTA,2017-2023,22-23,True,False,"CAMBIA EL PARAGOLPES FRONTAL, LAS REJILLAS, Y LA ILUMINACIÓN",1780/1g,2380/2g,,1680.0,2080.0,2880.0,3280.0,,10900.0,1635.0,2180.0,2507.0
FORD,FOCUS,2011-2018,11-15,True,True,,mirar km,1270/2g,1670/3g,860.0,1280.0,1670.0,2230.0,,3000.0,450.0,600.0,690.0
FORD,FOCUS,2011-2018,15-18,True,True,"CAMBIA LA CARROCERIA FRONTAL COMPLETA (ALETAS NO), LA CARROCERIA TRASERA COMPLETA Y LA ILUMINACION",1430/1g,1530/2g,1830/3g,1430.0,1630.0,1870.0,2530.0,2230.0,5000.0,750.0,1000.0,1150.0
FORD,FOCUS,2019-2025,19-22,True,True,,1880/1G,2430,3380/3g,1980.0,2130.0,2880.0,3680.0,,8600.0,1290.0,1720.0,1978.0
FORD,FOCUS,2019-2025,22-25,False,True,"CAMBIA EL PARAGOLPES DELANTERO (EN SUS DISTINTAS VERSIONES), LAS REJILLAS, CAPO Y LA ILUMINACION",2430,2880,4230,2230.0,2830.0,3430.0,4380.0,,16500.0,2475.0,3300.0,3795.0
FORD,KA,2009-2016,09-16,True,False,CAMBIA PRACTICAMENTE TODO PERO TENIENDO EN CUENTA QUE LA CARROCERIA ES LA MISMA (PUERTAS Y PORTON TAMBIEN CAMBIA),,,630/3G,,480.0,580.0,780.0,,2500.0,375.0,500.0,575.0
FORD,KA+,2016-2019,16-18,True,False,,880/1/2g,1180/2g,1370/3g,,880.0,1030.0,1530.0,,7000.0,1050.0,1400.0,1610.0
FORD,KA+,2016-2019,18-19,True,False,CAMBIA LA CARROCERIA FRONTAL COMPLETA (EXCEPTO ALETAS) CARROCERIA TRASERA COMPLETA Y LA ILUMINACION,930/1g,1330/2g,1630/3g,930.0,1230.0,1480.0,1730.0,,8000.0,1200.0,1600.0,1840.0
FORD,MONDEO,2015-2022,15-19,True,False,,1530/3 muchos km,,2410/3g,,2280.0,2630.0,3030.0,,7000.0,1050.0,1400.0,1610.0
FORD,MONDEO,2015-2022,19-22,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILAS, EL PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",2580/1g,2890/2g,3680/3gh,2580.0,2830.0,3380.0,3830.0,,10900.0,1635.0,2180.0,2507.0
FORD,PUMA,2020 EN ADELANTE,20-24,True,True,,2030,2580,3380,1680.0,2030.0,3230.0,3680.0,,11000.0,1650.0,2200.0,2530.0
FORD,PUMA,2020 EN ADELANTE,24>,True,False,EXTERIORMENTE CAMBIA SOLO LA ILUMINACIÓN,,,3730,,2730.0,3680.0,4230.0,,18000.0,2700.0,3600.0,4140.0
FORD,RANGER,2012-2023,12-16,True,False,,,,,4430.0,5580.0,6030.0,6830.0,,11000.0,1650.0,2200.0,2530.0
FORD,RANGER,2012-2023,16-19,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, CAPO Y FAROS DELANTEROS",,,,5380.0,7230.0,8230.0,8880.0,,14000.0,2100.0,2800.0,3220.0
FORD,RANGER,2012-2023,19-23,False,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",21>,,,6230.0,7730.0,8630.0,9430.0,,22000.0,3300.0,4400.0,5060.0
FORD,RANGER,2023 EN ADELANTE,23>,True,False,EN TODAS LAS PIEZAS (EXCEPTO CARROCERIA FRONTAL Y TRASRA) MARCAR VALIDEZ CON: FORD RANGER / VW AMAROK,,,,7830.0,8320.0,9130.0,10430.0,,42500.0,6375.0,8500.0,9775.0
HONDA,ACCORD,2008-2015,08-11,True,False,,,,,,870.0,1070.0,1470.0,,3800.0,570.0,760.0,874.0
HONDA,ACCORD,2008-2015,11-15,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, EL PARAGOLPES TRASERO Y LA ILUMINACION",,,,,1070.0,1370.0,1870.0,,6300.0,945.0,1260.0,1449.0
HONDA,CIVIC,2012-2017,12-14,True,False,,,,,,870.0,1270.0,1570.0,,5400.0,810.0,1080.0,1242.0
HONDA,CIVIC,2012-2017,14-15,False,False,"CAMBIAN LAS REJILLAS DELANTERAS, EL PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",,,,,1270.0,1570.0,1870.0,,8000.0,1200.0,1600.0,1840.0
HONDA,CIVIC,2012-2017,15-17,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, PUERTAS, PARAGOLPES TRASERO Y LA ILUMINACION",1680/1g,1830/2g,2630/3g,1830.0,2070.0,2330.0,2830.0,,8000.0,1200.0,1600.0,1840.0
HONDA,CIVIC,2017-2022,17-20,True,False,,2580/1g,3280/2g,3680/3g,2430.0,2780.0,3480.0,3830.0,,16000.0,2400.0,3200.0,3680.0
HONDA,CIVIC,2017-2022,20-22,False,False,CAMBIAN SOLAMENTE LAS REJILLAS DE LOS PARAGOLPES (TANTO DELANTERO COMO TRASERO) Y LOS FAROS DE NIEBLA,CIVIT R 310CV,126cv/1000cc,,2680.0,3480.0,3880.0,4880.0,,17400.0,2610.0,3480.0,4002.0
HONDA,CIVIC,2023 EN ADELANTE,23-25,True,False,,,,,,,,,,28900.0,4335.0,5780.0,6647.0
HONDA,CIVIC,2023 EN ADELANTE,26>,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION DELANTERA",,,,,,,,,0.0,0.0,0.0,0.0
HONDA,CR-V,2013-2018,13-15,True,False,,,,,1780.0,2180.0,2430.0,2830.0,,8500.0,1275.0,1700.0,1955.0
HONDA,CR-V,2013-2018,15-18,False,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",,,,2180.0,2430.0,2730.0,3130.0,,10000.0,1500.0,2000.0,2300.0
HONDA,CR-V,2018-2023,18-23,True,False,,3250/1g,3910/2g,5230/3gh,2230.0,3190.0,4580.0,6130.0,,17500.0,2625.0,3500.0,4025.0
HONDA,CR-V,2024 EN ADELANTE,24>,True,False,,3680/1gh,4280/2g,5630/3gh,,3830.0,5230.0,6730.0,,45600.0,6840.0,9120.0,10488.0
HONDA,CRZ,2010-2016,10-13,True,False,,,,,,1100.0,1400.0,1800.0,,9000.0,1350.0,1800.0,2070.0
HONDA,CRZ,2010-2016,13-16,False,False,CAMBIA SOLAMENTE LOS PARAGOLPES Y LAS REJILLAS,,,,,1300.0,1600.0,2100.0,,13000.0,1950.0,2600.0,2990.0
HONDA,HR-V,2015-2022,15-18,True,False,,2380/1g,3130/2g,3910/3g,,2380.0,2830.0,4180.0,,11500.0,1725.0,2300.0,2645.0
HONDA,HR-V,2015-2022,19-22,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, EL PARAGOLPES TRASERO, PORTON TRASERO Y LA ILUMINACION",2880/3130,3910,4680,2880.0,3480.0,4230.0,4870.0,,19500.0,2925.0,3900.0,4485.0
HONDA,HR-V,2022 EN ADELANTE,22-24,True,False,,,,,,3680.0,4230.0,5280.0,,28500.0,4275.0,5700.0,6555.0
HONDA,HR-V,2022 EN ADELANTE,25>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION",,,,,,,,,0.0,0.0,0.0,0.0
HONDA,JAZZ,2009-2015,09-11,True,False,,,,,,730.0,1030.0,1380.0,,6500.0,975.0,1300.0,1495.0
HONDA,JAZZ,2009-2015,11-15,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS ALETAS, PARAGOLPES TRASERO Y LA ILUMINACION",,,,,830.0,1130.0,1480.0,,9000.0,1350.0,1800.0,2070.0
HONDA,JAZZ,2015-2020,15-18,True,False,,,,,,1330.0,1830.0,2330.0,,10000.0,1500.0,2000.0,2300.0
HONDA,JAZZ,2015-2020,18-20,True,False,"CAMBIA AL PARAGOLPES DELANTERO, LAS REJILLAS, LOS FAROS DELANTEROS, Y EL PARAGOLPES TARSERO",2230/2/3,,,1530.0,1780.0,2130.0,2430.0,,15000.0,2250.0,3000.0,3450.0
HONDA,JAZZ,2020 EN ADELANTE,20-23,True,False,,,,,,2030.0,2530.0,2880.0,,18900.0,2835.0,3780.0,4347.0
HONDA,JAZZ,2020 EN ADELANTE,23>,False,False,CAMBIA MUY LIGERAMENTE LOS PARAGOLPES Y PUEDE QUE EL FONDO DE LOS FAROS,,,,,,,,,21500.0,3225.0,4300.0,4945.0
HONDA,ZR-V,2024 EN ADELANTE,24>,True,False,,,,,,,,,,32900.0,4935.0,6580.0,7567.0
HYUNDAI,BAYON,2021 EN ADELANTE,21-24,True,False,,1680/1g,2480/2680,3830,,,,,,12500.0,1875.0,2500.0,2875.0
HYUNDAI,BAYON,2021 EN ADELANTE,24>,False,False,"CAMBIA EL PARAGOLPES DELATNERO, LAS REJILLAS, ELPARAGOLPES TRASERO Y LA ILUMINACION",2130,3210,4130/5230,,,,,,15300.0,2295.0,3060.0,3519.0
HYUNDAI,ELANTRA,2011-2016,11-13,True,False,,,,,,,,,,5000.0,750.0,1000.0,1150.0
HYUNDAI,ELANTRA,2011-2016,14-16,True,False,"CAMBIA PARAGOLPES, REJILLAS E ILUMINACION",,,,,,,,,8000.0,1200.0,1600.0,1840.0
HYUNDAI,ELANTRA,2016-2020,16-20,True,False,,G-1430/1,1830/2G,2380/3G,,1670.0,2170.0,2870.0,,10300.0,1545.0,2060.0,2369.0
HYUNDAI,I10,2008-2013,08-11,True,False,,,,,,,,,,2500.0,375.0,500.0,575.0
HYUNDAI,I10,2008-2013,11-13,False,False,CAMBIA PARAGOLPES DELANTERO Y TRASERO E ILUMINACION,,,,,200.0,400.0,500.0,,2800.0,420.0,560.0,644.0
HYUNDAI,I10,2014 EN ADELANTE,14-16,True,False,,480,630,mirar km,,770.0,870.0,1370.0,,4500.0,675.0,900.0,1035.0
HYUNDAI,I10,2014 EN ADELANTE,17-20,False,False,"CAMBIAN LOS PARAGOLPES, REJILLAS, FAROS DE NIEBLA, PILOTOS TRASEROS Y LAS MOLDURAS LATERALES DE LAS PUERTAS",530,730,1130,,870.0,1070.0,1570.0,,5600.0,840.0,1120.0,1288.0
HYUNDAI,I10,2020 EN ADELANTE,20-24,True,False,,1030,1230,1710,,1180.0,1670.0,2070.0,,9000.0,1350.0,1800.0,2070.0
HYUNDAI,I10,2020 EN ADELANTE,24-26,False,False,"CAMBIA LAS REJILLAS DEL PARAGOLPES DELANTERO, LA LUZ DIURNA DELANTERA Y LOS PILOTOS TRASEROS",1130,1410,1910,,,,,,12000.0,1800.0,2400.0,2760.0
HYUNDAI,I20,2009-2015,09-12,True,False,,,,,,,,660.0,,2600.0,390.0,520.0,598.0
HYUNDAI,I20,2009-2015,12-15,False,False,"CAMBIA LA CARROCERIA FRONTAL COMPLETA, PARAGOLPES TRASERO Y LA ILUMINACION",,,,380.0,580.0,670.0,880.0,,4300.0,645.0,860.0,989.0
HYUNDAI,I20,2015-2020,15-18,True,False,,880/1G,1230/2G,1530/3G,1080.0,1380.0,1630.0,1880.0,,5900.0,885.0,1180.0,1357.0
HYUNDAI,I20,2015-2020,18-20,False,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, CARROCERIA TRASERA COMPLETA Y LA ILUMINACION",1230/1g,1630/2g,1830/3g,1380.0,1430.0,1730.0,2430.0,,10000.0,1500.0,2000.0,2300.0
HYUNDAI,I20,2021 EN ADELANTE,21-23,True,False,,1880/1g,2580/2g,3030/3g,,1780.0,2580.0,2880.0,1.6,12800.0,1920.0,2560.0,2944.0
HYUNDAI,I20,2021 EN ADELANTE,23>,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y EL PARAGOLPES TRASERO",2180/1g,2880,3580,2630.0,2880.0,3180.0,3680.0,2880.0,15000.0,2250.0,3000.0,3450.0
HYUNDAI,i20 ACTIVE,2015-2020,15-18,True,False,,,,,,,,,,7900.0,1185.0,1580.0,1817.0
HYUNDAI,i20 ACTIVE,2015-2020,18-20,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, CARROCERIA TRASERA COMPLETA Y LA ILUMINACION",,,,,,,,,10900.0,1635.0,2180.0,2507.0
HYUNDAI,I30,2012-2017,12-15,True,False,,680/1g,880/2g,1380/3g,880.0,980.0,1270.0,1570.0,,3500.0,525.0,700.0,805.0
HYUNDAI,I30,2012-2017,15-17,False,False,"CAMBIAN EL PARAGOLPES DELATNERO, LAS REJILLAS Y LA ILUMINACION DELANTERA",980/1g,1270/2g,1530/3g,1130.0,1270.0,1530.0,1870.0,,5500.0,825.0,1100.0,1265.0
HYUNDAI,i30,2017 EN ADELANTE,17-18,True,False,,1480/1g,1830/2g,2680/2g270cv,1730.0,1830.0,2280.0,2870.0,2630.0,7500.0,1125.0,1500.0,1725.0
HYUNDAI,i30,2017 EN ADELANTE,18-20,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LOS NIEBLAS DELANTEROS",1880/1g,2480/2g,3180/2G270cv,2830.0,2280.0,2880.0,3370.0,3890.0,8500.0,1275.0,1700.0,1955.0
HYUNDAI,i30,2017 EN ADELANTE,20>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, EL PARAGOLPES TRASERO Y LA ILUMINACION",2180/2420/1g,3030/2g,3780/3g,2480.0,2680.0,3450.0,4230.0,5100.0,12000.0,1800.0,2400.0,2760.0
HYUNDAI,I40,2011-2020,11-15,True,False,,,,1800/1/2,,1280.0,1670.0,2170.0,,3000.0,450.0,600.0,690.0
HYUNDAI,I40,2011-2020,15-18,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION",,,,,1680.0,2170.0,2670.0,,4700.0,705.0,940.0,1081.0
HYUNDAI,I40,2011-2020,18-20,False,False,CAMBIAN SOLAMENTE LAS REJILLAS DEL PARAGOLPES DELANTERO,,,,,1870.0,2670.0,3270.0,,7800.0,1170.0,1560.0,1794.0
HYUNDAI,IX20,2012-2020,12-15,True,False,,780/1G,1030/2g,1580/3g,880.0,880.0,1230.0,1530.0,,3900.0,585.0,780.0,897.0
HYUNDAI,IX20,2012-2020,15-20,False,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS Y LA ILUMINACION",1030/1g,1230/2g,1630/3g,1030.0,1230.0,1530.0,1830.0,,9000.0,1350.0,1800.0,2070.0
HYUNDAI,IX35,2010-2015,10-13,True,False,,1280/1g,1680/2g,2370/3g,1630.0,1880.0,2180.0,2230.0,,5000.0,750.0,1000.0,1150.0
HYUNDAI,IX35,2010-2015,13-15,False,False,CAMBIAN LOS FAROS DELANTEROS Y LOS PILOTOS TRASEROS,1670/1g,2280/2g,3170/3g,1880.0,2180.0,2680.0,3280.0,,6200.0,930.0,1240.0,1426.0
HYUNDAI,IX55,2009-2013,09-13,True,False,,,,,,,,2800.0,,6500.0,975.0,1300.0,1495.0
HYUNDAI,IONIC,2016-2022,16-20,True,False,,1880/1g,2180/2480,3180,1880.0,2480.0,3130.0,4330.0,,7300.0,1095.0,1460.0,1679.0
HYUNDAI,IONIC,2016-2022,20-22,True,False,CAMBIA BASICAMENTE LAS REJILLAS DEL PARAGOLPES DELANTERO Y LA ILUMINACION,2420/1g,3130,3580,2580.0,2830.0,3480.0,4880.0,,7300.0,1095.0,1460.0,1679.0
HYUNDAI,KONA,2018-2023,18-21,True,False,,1880/1g,2480/2890/2g,3680/3g,4230.0,3380.0,3880.0,4580.0,,10900.0,1635.0,2180.0,2507.0
HYUNDAI,KONA,2018-2023,21-23,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO Y LA ILIMINACION",2280/2480/1g,3210/2g,4230/3g,,,,5230.0,,12000.0,1800.0,2400.0,2760.0
HYUNDAI,KONA,2024 EN ADELANTE,24>,True,False,,3230/1gh,4630/2gh,5630/3gh,,3430.0,4880.0,5630.0,,22000.0,3300.0,4400.0,5060.0
HYUNDAI,SANTA FE,2013-2018,13-16,True,False,,2570/1g,3170/2g,3670/3g,2470.0,2870.0,3670.0,4270.0,,9500.0,1425.0,1900.0,2185.0
HYUNDAI,SANTA FE,2013-2018,16-18,False,False,"CAMBIA PARAGOLPES, REJILLAS E ILUMINACION",2880/1g,3370/2g,4070/3g,2780.0,3780.0,4180.0,4570.0,,16000.0,2400.0,3200.0,3680.0
HYUNDAI,SANTA FE,2018-2024,18-21,True,False,,3370/1g,3870/2g,4570/3g,3780.0,4230.0,4880.0,6130.0,,23600.0,3540.0,4720.0,5428.0
HYUNDAI,SANTA FE,2018-2024,21-24,True,False,"CAMBIA PARAGOLPES DELANTERO, LAS REJILLAS, PARAGOLPES TRASERO Y LA ILUMINACION",4230,4830,6080,4030.0,4580.0,5830.0,6730.0,,27500.0,4125.0,5500.0,6325.0
HYUNDAI,SANTA FE,2024 EN ADELANTE,24>,True,False,,,,,,,,,,55000.0,8250.0,11000.0,12650.0
HYUNDAI,TUCSON,2015-2021,15-18,True,False,,2480/1g,3230/2g,3530,2420.0,3280.0,3630.0,4580.0,,7500.0,1125.0,1500.0,1725.0
HYUNDAI,TUCSON,2015-2021,18-21,True,False,"CAMBIA EL PARAGOLPES DELANTERO, REJILLAS, PARAGOLPES TRASERO, PORTON TRASERO E ILUMINACION",2730/1g,3630/2g,4880/3g,2830.0,3630.0,4380.0,5230.0,,11900.0,1785.0,2380.0,2737.0
HYUNDAI,TUCSON,2021 EN ADELANTE,21-24,True,False,,3410/1gh,4130/4880/2g,5680/3g,3830.0,4630.0,5180.0,6830.0,,18000.0,2700.0,3600.0,4140.0
HYUNDAI,TUCSON,2021 EN ADELANTE,24>,True,False,"CAMBIA EL PARAGOLPES DELANTERO, LAS REJILLAS, ILUMINACION DELANTERA, MANETAS EXTERIORES DE PUERTA Y EL PARAGOLPES TRASERO",4130/1gh,5030/1gh,6130,,4830.0,5830.0,7230.0,,28000.0,4200.0,5600.0,6440.0
HYUNDAI,VELOSTER,2011-2018,11-18,True,False,,,,,,1480.0,1980.0,2380.0,,7500.0,1125.0,1500.0,1725.0
JAECOO,7,2024 EN ADELANTE,24>,True,False,,,,,,3210.0,4260.0,5230.0,,29000.0,4350.0,5800.0,6670.0
JEEP,AVENGER,2023 EN ADELANTE,23>,True,False,,,,,2780.0,3130.0,4880.0,5630.0,,20000.0,3000.0,4000.0,4600.0
JEEP,CHEROKEE,2008-2013,08-13,True,False,,,,,,,,,,5500.0,825.0,1100.0,1265.0
JEEP,CHEROKKE LIMITED,2014 EN ADELANTE,14-19,True,False,,3370/1g,4670/2g,5670/,3370.0,4880.0,5370.0,6370.0,,13500.0,2025.0,2700.0,3105.0
JEEP,CHEROKKE LIMITED,2014 EN ADELANTE,19-21,False,False,"CAMBIAN LOS PARAGOLPES DELANTERO, REJILLAS, ALETAS, CAPO, PORTON TRASERO E ILUMINACION",,,,,,,,,17800.0,2670.0,3560.0,4094.0
