Triclo_Ref,Marca,Modelo,OEM,Info,Categoria
114079,FIAT,Punto Evo / Grande Punto (199) (‘05→’20),51765575 / 51786729,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
114080,FIAT,Punto Evo / Grande Punto (199) (‘05→’20),51723317 / 51899290,Elevalunas Confort Delantero derecho,Elevalunas
114081,FIAT,Punto Evo / Grande Punto (199) (‘05→’20),51723318 / 51899291,Elevalunas Confort Delantero izquierdo,Elevalunas
164484,FIAT,Punto Evo / Grande Punto (199) (‘05→’20),,Elevalunas  Delantero y trasero derecho,Elevalunas
164485,FIAT,Punto Evo / Grande Punto (199) (‘05→’20),,Elevalunas  Delantero y trasero izquierdo,Elevalunas
111152,FIAT,Scudo (‘99→’06) / Ulysse (‘94→’02),1462444080,Elevalunas Eléctrico Delantero derecho,Elevalunas
111153,FIAT,Scudo (‘99→’06) / Ulysse (‘94→’02),1462445080,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
114056,FIAT,Scudo (‘07→),1499438080,Elevalunas Confort Delantero derecho,Elevalunas
114057,FIAT,Scudo (‘07→),1499439080,Elevalunas Confort Delantero izquierdo,Elevalunas
111312,FIAT,Scudo (‘07→),1499438080 / 1440161480,Elevalunas Confort Delantero derecho,Elevalunas
111313,FIAT,Scudo (‘07→),1499439080 / 1440161380,Elevalunas Confort Delantero izquierdo,Elevalunas
164486,FIAT,Scudo (‘07→),,Elevalunas  Delantero derecho,Elevalunas
164487,FIAT,Scudo (‘07→),,Elevalunas  Delantero izquierdo,Elevalunas
111388,FIAT,Sedici,71743449,Elevalunas Eléctrico Delantero derecho,Elevalunas
111389,FIAT,Sedici,71743450,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
103698,FIAT,Seicento ('98→),46512240,Elevalunas  Manual Delantero derecho,Elevalunas
103699,FIAT,Seicento ('98→),46512303,Elevalunas  Manual Delantero izquierdo,Elevalunas
113934,FIAT,Stilo,46831652,Elevalunas Eléctrico Delantero derecho,Elevalunas
113935,FIAT,Stilo,46831653,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
113936,FIAT,Stilo,46831654,Elevalunas Eléctrico Delantero derecho,Elevalunas
113937,FIAT,Stilo,46831655,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
115246,FIAT,Talento ('16→'20),80720-7538R_PART / 93867657_PART / 6000617946_PART,Elevalunas Eléctrico Delantero derecho,Elevalunas
115247,FIAT,Talento ('16→'20),80721-0974R_PART / 6000617948_PART / 93867659_PART,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
114940,FIAT,Tipo (160) / Tempra (159),46410103 / 7695159 / 46405079,Elevalunas Eléctrico Delantero derecho,Elevalunas
114941,FIAT,Tipo (160) / Tempra (159),46410104 / 7695160 / 46405078,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111306,FIAT,Ulysse (‘02→’11),1485311080,Elevalunas Eléctrico Delantero derecho,Elevalunas
111307,FIAT,Ulysse (‘02→’11),1485312080,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
104860,FIAT,Uno ,7542293 / 7602198,Elevalunas  Manual Delantero derecho,Elevalunas
104861,FIAT,Uno ,7542294 / 7602202,Elevalunas  Manual Delantero izquierdo,Elevalunas
103806,FIAT,Uno ,7627990,Elevalunas  Manual Delantero derecho,Elevalunas
103807,FIAT,Uno ,7627991,Elevalunas  Manual Delantero izquierdo,Elevalunas
104864,FIAT,Uno ,7542295 / 7602196,Elevalunas  Manual Trasero derecho,Elevalunas
104865,FIAT,Uno ,7542296 / 7602201,Elevalunas  Manual Trasero izquierdo,Elevalunas
103808,FIAT,Uno ,7635430 / 7694565,Elevalunas  Manual Delantero derecho,Elevalunas
103809,FIAT,Uno ,7635431 / 7694566,Elevalunas  Manual Delantero izquierdo,Elevalunas
113702,FIAT,Uno ,7749403 / 7764075,Elevalunas Eléctrico Delantero derecho,Elevalunas
113703,FIAT,Uno ,7749404 / 7764076,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
108354,FORD,Escort / Orion,1 656 808 / 86AB-B23200-AC,Elevalunas  Manual Delantero derecho,Elevalunas
108355,FORD,Escort / Orion,1 656 810 / 86AB-B23201-AC,Elevalunas  Manual Delantero izquierdo,Elevalunas
118318,FORD,Fiesta III,1 049 970 / 7 126 708 / 94FG-B23200-BC,Elevalunas Eléctrico Delantero derecho,Elevalunas
118319,FORD,Fiesta III,1 049 971 / 7 126 710 / 94FG-B23201-BC,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118326,FORD,Fiesta IV / Courier (‘96→’02),1 022 289 / 1 048 940 / 1 138 688,Elevalunas Eléctrico Delantero derecho,Elevalunas
118327,FORD,Fiesta IV / Courier (‘96→’02),1 022 294 / 1 048 941 / 1 138 691,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118328,FORD,Fiesta IV / Courier (‘96→’02),1 022 280 / 1 049 130 / 1 138 684,Elevalunas Eléctrico Delantero derecho,Elevalunas
118329,FORD,Fiesta IV / Courier (‘96→’02),1 022 285 / 1 049 131 / 1 138 686,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
163570,FORD,Fiesta IV / Courier (‘96→’02),,Elevalunas  Trasero derecho,Elevalunas
163571,FORD,Fiesta IV / Courier (‘96→’02),,Elevalunas  Trasero izquierdo,Elevalunas
118351,FORD,Fiesta V,1 233 193 / 1 498 048 / 2S51-B23201-BP,Elevalunas Confort Delantero izquierdo,Elevalunas
118350,FORD,Fiesta V,1 233 191 / 1 528 041 / 2S51-B23200-BR,Elevalunas Confort Delantero derecho,Elevalunas
118353,FORD,Fiesta V,1 225 778 / 1 547 734 / 2S61-A23201-BS,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118352,FORD,Fiesta V,1 225 776 / 1 546 517 / 2S61-A23200-BS,Elevalunas Eléctrico Delantero derecho,Elevalunas
118260,FORD,Fiesta V,1 225 776 / 1 546 517 / 2S61-A23200-BS,Elevalunas Eléctrico Delantero derecho,Elevalunas
118261,FORD,Fiesta V,1 225 778 / 1 547 734 / 2S61-A23201-BS,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
164374,FORD,Fiesta V,,Elevalunas  Delantero derecho e izquierdo,Elevalunas
164478,FORD,Fiesta V,,Elevalunas  Delantero derecho,Elevalunas
164479,FORD,Fiesta V,,Elevalunas  Delantero izquierdo,Elevalunas
118524,FORD,Fiesta VI (‘08→'16),1 583 670 / 8A61-B23200-BH,Elevalunas Eléctrico Delantero derecho,Elevalunas
118525,FORD,Fiesta VI (‘08→'16),1 583 691 / 8A61-B23201-CH,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118526,FORD,Fiesta VI (‘08→'16),1 600 351 / 1 568 365 / 8A61-A23200-BJ,Elevalunas Eléctrico Delantero derecho,Elevalunas
118527,FORD,Fiesta VI (‘08→'16),1 602 222 / 1 573 811 / 8A61-A23201-CJ,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118600,FORD,Fiesta VI (‘08→'16),1 633 712 / 1 567 309 / 8A61-A27000-BH,Elevalunas Eléctrico Trasero derecho,Elevalunas
118601,FORD,Fiesta VI (‘08→'16),1 568 451 / 8A61-A27001-BH,Elevalunas Eléctrico Trasero izquierdo,Elevalunas
164073,FORD,Fiesta VI (‘08→'16),1 513 456,Elevalunas  Delantero y trasero,Elevalunas
118400,FORD,Focus I (‘98→’04),1 138 208 / 1 331 618 / XS41-B23200-BV,Elevalunas Eléctrico Delantero derecho,Elevalunas
118401,FORD,Focus I (‘98→’04),1 138 210 / 1 331 619 / XS41-B23201-BV,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118392,FORD,Focus I (‘98→’04),1 331 618 / 1 149 818 / XS41-B23200-BV,Elevalunas Eléctrico Delantero derecho,Elevalunas
118393,FORD,Focus I (‘98→’04),1 331 619 / 1 149 820 / XS41-B23201-BV,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118402,FORD,Focus I (‘98→’04),1 331 612 / 1 138 214 / XS41-A23200-BY,Elevalunas Eléctrico Delantero derecho,Elevalunas
118403,FORD,Focus I (‘98→’04),1 331 614 / 1 138 216 / XS41-A23201-BY,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118270,FORD,Focus I (‘98→’04),1 331 612 / 1 138 214 / XS41-A23200-BY,Elevalunas Eléctrico Delantero derecho,Elevalunas
118271,FORD,Focus I (‘98→’04),1 331 614 / 1 138 216 / XS41-A23201-BY,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118394,FORD,Focus I (‘98→’04),1 126 595,Elevalunas Confort Delantero derecho,Elevalunas
118395,FORD,Focus I (‘98→’04),1 076 956,Elevalunas Confort Delantero izquierdo,Elevalunas
118512,FORD,Focus I (‘98→’04),1 331 616 / 2M51-A23200-CD,Elevalunas Confort Delantero derecho,Elevalunas
118513,FORD,Focus I (‘98→’04),1 331 617 / 2M51-A23201-CD,Elevalunas Confort Delantero izquierdo,Elevalunas
118452,FORD,Focus I (‘98→’04),1 138 203 / 1 331 605 / 2M51-A27000-CC,Elevalunas Confort Trasero derecho,Elevalunas
118453,FORD,Focus I (‘98→’04),1 138 204 / 1 331 606 / 2M51-A27001-CC,Elevalunas Confort Trasero izquierdo,Elevalunas
118454,FORD,Focus I (‘98→’04),1 138 203,Elevalunas Eléctrico Trasero derecho,Elevalunas
118455,FORD,Focus I (‘98→’04),1 138 204,Elevalunas Eléctrico Trasero izquierdo,Elevalunas
118404,FORD,Focus I (‘98→’04),1 331 605 / 2M51-A27000-CC,Elevalunas Confort Trasero derecho,Elevalunas
118405,FORD,Focus I (‘98→’04),1 331 606 / 2M51-A27001-CC,Elevalunas Confort Trasero izquierdo,Elevalunas
163370,FORD,Focus I (‘98→’04),,Elevalunas  Delantero derecho,Elevalunas
163371,FORD,Focus I (‘98→’04),,Elevalunas  Delantero izquierdo,Elevalunas
163566,FORD,Focus I (‘98→’04),,Elevalunas  Trasero derecho,Elevalunas
163567,FORD,Focus I (‘98→’04),,Elevalunas  Trasero izquierdo,Elevalunas
118638,FORD,Focus II (‘04→’11),1 736 144 / 4M51-B23200-BG,Elevalunas Confort Delantero derecho,Elevalunas
118639,FORD,Focus II (‘04→’11),1 736 145 / 4M51-B23201-BG,Elevalunas Confort Delantero izquierdo,Elevalunas
118640,FORD,Focus II (‘04→’11),1 540 138 / 1 738 646,Elevalunas Confort Delantero derecho,Elevalunas
118641,FORD,Focus II (‘04→’11),1 540 137 / 1 738 645,Elevalunas Confort Delantero izquierdo,Elevalunas
118528,FORD,Focus C-Max I (‘04→’11) / Kuga I (‘04→’11),1 738 646 / 3M51-R23200-DA,Elevalunas Confort Delantero derecho,Elevalunas
118529,FORD,Focus C-Max I (‘04→’11) / Kuga I (‘04→’11),1 738 645 / 3M51-R23201-DA,Elevalunas Confort Delantero izquierdo,Elevalunas
118634,FORD,Focus C-Max I (‘04→’11) / Kuga I (‘04→’11),1 738 648,Elevalunas Confort Trasero derecho,Elevalunas
118635,FORD,Focus C-Max I (‘04→’11) / Kuga I (‘04→’11),1 738 647,Elevalunas Confort Trasero izquierdo,Elevalunas
118336,FORD,Focus III (‘11→’18),1 723 649,Elevalunas Confort Delantero derecho,Elevalunas
118337,FORD,Focus III (‘11→’18),1 723 651,Elevalunas Confort Delantero izquierdo,Elevalunas
118338,FORD,Focus III (‘11→’18),5 118 330,Elevalunas Confort Trasero derecho,Elevalunas
118339,FORD,Focus III (‘11→’18),5 118 333,Elevalunas Confort Trasero izquierdo,Elevalunas
164444,FORD,Focus III (‘11→’18),,Elevalunas  Delantero derecho e izquierdo,Elevalunas
118390,FORD,Fusion,1 225 872 / 1 554 229 / 2N11-N23200-BU,Elevalunas Eléctrico Delantero derecho,Elevalunas
118391,FORD,Fusion,1 225 874 / 1 552 149 / 2N11-N23201-BU,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118000,FORD,Kuga II ('12→'19),CJ5Z-782320-0A_PART / CJ5Z7-823200-AB_PART / 1 944 390_PART,Elevalunas Confort Delantero derecho,Elevalunas
118001,FORD,Kuga II ('12→'19),CJ5Z-782320-1A_PART / CJ5Z7-823201-AB_PART / 1 944 391_PART,Elevalunas Confort Delantero izquierdo,Elevalunas
113906,FORD,Galaxy I (‘95→’06),1 021 998 / 1 107 591,Elevalunas Confort Delantero derecho,Elevalunas
113907,FORD,Galaxy I (‘95→’06),1 021 996 / 1 107 592,Elevalunas Confort Delantero izquierdo,Elevalunas
113916,FORD,Galaxy I (‘95→’06),1 021 998 / 95VW-A23200-CD,Elevalunas Eléctrico Delantero derecho,Elevalunas
113917,FORD,Galaxy I (‘95→’06),1 021 996 / 95VW-A23201-CD,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
113942,FORD,Galaxy I (‘95→’06),1 133 173 / 95VW-A23200-BG,Elevalunas Confort Delantero derecho,Elevalunas
113943,FORD,Galaxy I (‘95→’06),1 133 175 / 95VW-A23201-BG,Elevalunas Confort Delantero izquierdo,Elevalunas
113996,FORD,Galaxy I (‘95→’06),1 107 591 / YM21-A23200-AA,Elevalunas Confort Delantero derecho,Elevalunas
113997,FORD,Galaxy I (‘95→’06),1 107 592 / YM21-A23201-AA,Elevalunas Confort Delantero izquierdo,Elevalunas
163564,FORD,Galaxy I (‘95→’06),,Elevalunas  Delantero derecho,Elevalunas
163565,FORD,Galaxy I (‘95→’06),,Elevalunas  Delantero izquierdo,Elevalunas
113616,FORD,Galaxy II (‘06→’15),1 722 857 / 6M21-U23200-BU,Elevalunas Confort Delantero derecho,Elevalunas
113617,FORD,Galaxy II (‘06→’15),1 722 858 / 6M21-U23201-BU,Elevalunas Confort Delantero izquierdo,Elevalunas
113618,FORD,Galaxy II (‘06→’15),1722 861 / 6M21-U27000-BX,Elevalunas Confort Trasero derecho,Elevalunas
113619,FORD,Galaxy II (‘06→’15),1 722 862 / 6M21-U27000-1BX,Elevalunas Confort Trasero izquierdo,Elevalunas
163996,FORD,Galaxy II (‘06→’15),,Elevalunas  Delantero derecho e izquierdo,Elevalunas
118314,FORD,"Ka I, II , III",1 138 071 / 1 054 850 / 97KG-B23200-BL,Elevalunas Eléctrico Delantero derecho,Elevalunas
118315,FORD,"Ka I, II , III",1 138 072 / 1 054 851 / 97KG-B23201-BL,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118500,FORD,"Ka I, II , III",1 851 628 / 1 542 434 / 9S51-B23200-BA,Elevalunas Eléctrico Delantero derecho,Elevalunas
118501,FORD,"Ka I, II , III",1 749 890 / 1 542 436 / 9S51-B23201-BA,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118514,FORD,"Mondeo I, II, III, IV, V",1 417 697 / 1S71-F23200-BX,Elevalunas Confort Delantero derecho,Elevalunas
118515,FORD,"Mondeo I, II, III, IV, V",1 417 698 / 1S71-F23201-BX,Elevalunas Confort Delantero izquierdo,Elevalunas
118396,FORD,"Mondeo I, II, III, IV, V",1 417 697 / 1S71-F23200-BX,Elevalunas Confort Delantero derecho,Elevalunas
118397,FORD,"Mondeo I, II, III, IV, V",1 417 698 / 1S71-F23201-BX,Elevalunas Confort Delantero izquierdo,Elevalunas
118552,FORD,"Mondeo I, II, III, IV, V",1 320 873 / 1S71-F27000-BM,Elevalunas Confort Trasero derecho,Elevalunas
118553,FORD,"Mondeo I, II, III, IV, V",1 320 875 / 1S71-F27001-BM,Elevalunas Confort Trasero izquierdo,Elevalunas
118522,FORD,"Mondeo I, II, III, IV, V",1 639 987 / 1 736 495 / 7S71-A23200-BP,Elevalunas Confort Delantero derecho,Elevalunas
118523,FORD,"Mondeo I, II, III, IV, V",1 523 717 / 1 736 496 / 7S71-A23201-BP,Elevalunas Confort Delantero izquierdo,Elevalunas
118602,FORD,"Mondeo I, II, III, IV, V",1 776 584 / 1 736 492 / 7S71-A27000-BS,Elevalunas Confort Trasero derecho,Elevalunas
118603,FORD,"Mondeo I, II, III, IV, V",1 776 599 / 1 736 497 / 7S71-A27001-BS,Elevalunas Confort Trasero izquierdo,Elevalunas
164445,FORD,"Mondeo I, II, III, IV, V",,Elevalunas  Delantero derecho e izquierdo,Elevalunas
164446,FORD,"Mondeo I, II, III, IV, V",,Elevalunas  Trasero derecho,Elevalunas
164447,FORD,"Mondeo I, II, III, IV, V",,Elevalunas  Trasero izquierdo,Elevalunas
118264,FORD,Transit (EY) (‘94→'00),1 052 175 / 7 140 466 / 95VB-V23200-BD,Elevalunas Eléctrico Delantero derecho,Elevalunas
118265,FORD,Transit (EY) (‘94→'00),1 052 177 / 7 140 467 / 95VB-V23201-BD,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118266,FORD,Transit (FY) (‘00→'06),4 458 244 / 4 077 924 / YC15-V23200-BJ,Elevalunas Eléctrico Delantero derecho,Elevalunas
118267,FORD,Transit (FY) (‘00→'06),4 458 247 / 4 077 926 / YC15-V232001-BJ,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
118004,FORD,Transit (TTG) (‘14→),2 473 805 / BK31-V23200-AD / BK31-V23200-AE,Elevalunas Confort Delantero derecho,Elevalunas
118005,FORD,Transit (TTG) (‘14→),1 847 478 / BK31-V23201-AD / BK31-V23201-AE,Elevalunas Confort Delantero izquierdo,Elevalunas
118398,FORD,Transit Connect (TC7)(‘02→),1 493 635 / 4 523 918 / 2T14-V23200-BH,Elevalunas Eléctrico Delantero derecho,Elevalunas
118399,FORD,Transit Connect (TC7)(‘02→),1 493 637 / 4 52 3921 / 2T14-V23201-BH,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
163988,FORD,Transit Connect (TC7)(‘02→),,Elevalunas  Delantero derecho,Elevalunas
163989,FORD,Transit Connect (TC7)(‘02→),,Elevalunas  Delantero izquierdo,Elevalunas
118006,FORD,Transit / Tourneo Connect (CHC) (‘13→),1 870 650_PART / 1 847 848_PART / 1 847 846_PART,Elevalunas Confort Delantero derecho,Elevalunas
118007,FORD,Transit / Tourneo Connect (CHC) (‘13→),1 836 139_PART / 1 824 293_PART,Elevalunas Confort Delantero izquierdo,Elevalunas
118008,FORD,Transit / Tourneo Custom (TTF) (‘12→),1 871 023 / BK21-V23200-AE / BK21-V23200-AD,Elevalunas Eléctrico Delantero derecho,Elevalunas
118009,FORD,Transit / Tourneo Custom (TTF) (‘12→),1 851 910 / BK21-V23201-BD,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111164,HONDA,Civic ('95→'01),72211-S03-J01,Elevalunas Eléctrico Delantero derecho,Elevalunas
111165,HONDA,Civic ('95→'01),72251-S03-J01,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111026,HONDA,Civic ('95→'01),72210-ST3-G11,Elevalunas Eléctrico Delantero derecho,Elevalunas
111027,HONDA,Civic ('95→'01),72250-ST3-G11,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111808,HONDA,Civic ('95→'01),72210-SNA-A03 / 72210-SNA-A02,Elevalunas Eléctrico Delantero derecho,Elevalunas
111809,HONDA,Civic ('95→'01),72250-SNA-A03 / 72250-SNA-A02,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111022,HONDA,Concerto ('91→'95),72210-SK3-G13 / CVH 10118,Elevalunas Eléctrico Delantero derecho,Elevalunas
111023,HONDA,Concerto ('91→'95),72250-SK3-G13 / CVH 10119,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111572,HONDA,CR-V ('02→'06),72210-S9A-A02,Elevalunas Eléctrico Delantero derecho,Elevalunas
111573,HONDA,CR-V ('02→'06),72250-S9A-A02,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111032,HYUNDAI,Accent ('94→'00),82404-22010 / 82404-29010,Elevalunas Eléctrico Delantero derecho,Elevalunas
111033,HYUNDAI,Accent ('94→'00),82403-22010 / 82403-29010,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111166,HYUNDAI,Accent ('00→'06),82404-25210 / 82404-25010 / 98820-25100,Elevalunas Eléctrico Delantero derecho,Elevalunas
111167,HYUNDAI,Accent ('00→'06),82403-25210 / 82403-25010 / 98810-25100,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
101430,HYUNDAI,Accent ('00→'06),82402-25000,Elevalunas  Manual Delantero derecho,Elevalunas
101431,HYUNDAI,Accent ('00→'06),82401-25000,Elevalunas  Manual Delantero izquierdo,Elevalunas
163548,HYUNDAI,Accent ('00→'06),,Elevalunas  Delantero derecho,Elevalunas
163549,HYUNDAI,Accent ('00→'06),,Elevalunas  Delantero izquierdo,Elevalunas
101614,HYUNDAI,Atos ('97→'03),82402-02000,Elevalunas  Manual Delantero derecho,Elevalunas
101615,HYUNDAI,Atos ('97→'03),82401-02000,Elevalunas  Manual Delantero izquierdo,Elevalunas
111170,HYUNDAI,Atos ('97→'03),82404-02010 / 98820-02100,Elevalunas Eléctrico Delantero derecho,Elevalunas
111171,HYUNDAI,Atos ('97→'03),82403-02010 / 98810-02100,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
163548,HYUNDAI,Atos ('97→'03),,Elevalunas  Delantero derecho,Elevalunas
163549,HYUNDAI,Atos ('97→'03),,Elevalunas  Delantero izquierdo,Elevalunas
111786,HYUNDAI,Atos Prime ('99→'09),82404-06010,Elevalunas Eléctrico Delantero derecho,Elevalunas
111787,HYUNDAI,Atos Prime ('99→'09),82403-06010,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111244,HYUNDAI,Getz ('02→'05),82404-1C210,Elevalunas Eléctrico Delantero derecho,Elevalunas
111245,HYUNDAI,Getz ('02→'05),82403-1C210,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111246,HYUNDAI,Getz ('02→'05),82404-1C010,Elevalunas Eléctrico Delantero derecho,Elevalunas
111247,HYUNDAI,Getz ('02→'05),82403-1C010,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111846,HYUNDAI,I10 ('08→'13),82404-0X010 / 98820-0X100,Elevalunas Eléctrico Delantero derecho,Elevalunas
111847,HYUNDAI,I10 ('08→'13),82403-0X010 / 98810-0X100,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
116020,HYUNDAI,"I10 (BA, IA) ('13→'19)",82404-B4110,Elevalunas Eléctrico Delantero derecho,Elevalunas
116021,HYUNDAI,"I10 (BA, IA) ('13→'19)",82403-B4110,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111848,HYUNDAI,I20 ('08→'),82404-1J010 / 98820-1J100,Elevalunas Eléctrico Delantero derecho,Elevalunas
111849,HYUNDAI,I20 ('08→'),82403-1J010 / 98810-1J100,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111850,HYUNDAI,I30 ('07→'12),82481-2L000 / 8248-12L001,Elevalunas Eléctrico Delantero derecho,Elevalunas
111851,HYUNDAI,I30 ('07→'12),82471-2L000 / 82481-2L001,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111852,HYUNDAI,I30 ('07→'12),83481-2L010,Elevalunas Eléctrico Trasero derecho,Elevalunas
111853,HYUNDAI,I30 ('07→'12),83471-2L010,Elevalunas Eléctrico Trasero izquierdo,Elevalunas
164480,HYUNDAI,I30 ('07→'12),,Elevalunas  Delantero derecho,Elevalunas
164481,HYUNDAI,I30 ('07→'12),,Elevalunas  Delantero izquierdo,Elevalunas
116022,HYUNDAI,"IX35 (LM , EL , ELH) ('10→'15)",82402-2Y000,Elevalunas Eléctrico Delantero derecho,Elevalunas
116023,HYUNDAI,"IX35 (LM , EL , ELH) ('10→'15)",82401-2Y000,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111854,HYUNDAI,Santa Fe II ('06→'12),82481-2B000,Elevalunas Eléctrico Delantero derecho,Elevalunas
111855,HYUNDAI,Santa Fe II ('06→'12),82471-2B000,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111856,HYUNDAI,Santa Fe II ('06→'12),82481-2B000 / 82460-2B000,Elevalunas Eléctrico Delantero derecho,Elevalunas
111857,HYUNDAI,Santa Fe II ('06→'12),82471-2B000 / 82450-2B000,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111858,HYUNDAI,Santa Fe II ('06→'12),83481-2B000,Elevalunas Eléctrico Trasero derecho,Elevalunas
111859,HYUNDAI,Santa Fe II ('06→'12),83471-2B000,Elevalunas Eléctrico Trasero izquierdo,Elevalunas
105502,IVECO,Daily ('00→'06)('06→'14),500314250,Elevalunas  Manual Delantero derecho,Elevalunas
105503,IVECO,Daily ('00→'06)('06→'14),500314249,Elevalunas  Manual Delantero izquierdo,Elevalunas
114072,IVECO,Daily ('00→'06)('06→'14),504335517,Elevalunas Confort Delantero derecho,Elevalunas
114073,IVECO,Daily ('00→'06)('06→'14),504335520,Elevalunas Confort Delantero izquierdo,Elevalunas
115546,IVECO,Daily ('00→'06)('06→'14),500314230 / 504053528,Elevalunas Eléctrico Delantero derecho,Elevalunas
115547,IVECO,Daily ('00→'06)('06→'14),500314229 / 504053527,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
115674,IVECO,Daily ('00→'06)('06→'14),504053528 / 504173866,Elevalunas Eléctrico Delantero derecho,Elevalunas
115675,IVECO,Daily ('00→'06)('06→'14),504053527 / 504173868,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
164488,IVECO,Daily ('00→'06)('06→'14),,Elevalunas  Delantero derecho,Elevalunas
164489,IVECO,Daily ('00→'06)('06→'14),,Elevalunas  Delantero izquierdo,Elevalunas
111342,KIA,Ceed ('07→'12),82481-1H000,Elevalunas Confort Delantero derecho,Elevalunas
111343,KIA,Ceed ('07→'12),82471-1H000,Elevalunas Confort Delantero izquierdo,Elevalunas
116024,KIA,Ceed SW ('06→'09) / Ceed ('09→'12) ,82481-1H300,Elevalunas Confort Delantero derecho,Elevalunas
116025,KIA,Ceed SW ('06→'09) / Ceed ('09→'12) ,82471-1H300,Elevalunas Confort Delantero izquierdo,Elevalunas
116026,KIA,Rio III (UB) ('11→'17),82402-1W010,Elevalunas Confort Delantero derecho,Elevalunas
116027,KIA,Rio III (UB) ('11→'17),82401-1W020,Elevalunas Confort Delantero izquierdo,Elevalunas
116028,KIA,Sportage III (SL) ('10→'15),82481-3U000,Elevalunas Eléctrico Delantero derecho,Elevalunas
116029,KIA,Sportage III (SL) ('10→'15),82471-3U000,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
116030,KIA,Sportage III (SL) ('10→'15),83481-3U000,Elevalunas Eléctrico Trasero derecho,Elevalunas
116031,KIA,Sportage III (SL) ('10→'15),83471-3U000,Elevalunas Eléctrico Trasero izquierdo,Elevalunas
104200,LADA,Niva ('77→'),2121 6104020,Elevalunas  Manual Delantero derecho,Elevalunas
104201,LADA,Niva ('77→'),2121 6104021,Elevalunas  Manual Delantero izquierdo,Elevalunas
102000,LANCIA,Y-10 ('85→'95),5994090 / 7602195,Elevalunas  Manual Delantero derecho,Elevalunas
102001,LANCIA,Y-10 ('85→'95),5994091 / 7602200,Elevalunas  Manual Delantero izquierdo,Elevalunas
112058,LANCIA,Y ('95→'03) / Ypsilon ('03→),71732835,Elevalunas  Delantero derecho,Elevalunas
112059,LANCIA,Y ('95→'03) / Ypsilon ('03→),71732831,Elevalunas  Delantero izquierdo,Elevalunas
111368,LAND ROVER,Discovery ('98→'04),CUH 102300,Elevalunas Eléctrico Delantero derecho,Elevalunas
111369,LAND ROVER,Discovery ('98→'04),CUH 102310,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111238,LAND ROVER,Freelander ('96→'07),CUH 000020 / CUH 000022,Elevalunas Eléctrico Delantero derecho,Elevalunas
111239,LAND ROVER,Freelander ('96→'07),CUH 000031 / CUH 000032,Elevalunas Eléctrico Delantero izquierdo,Elevalunas
111860,LAND ROVER,Freelander ('96→'07),CVH 101202,Elevalunas Eléctrico Trasero derecho,Elevalunas
